"TL","Territory Level and Typology","REG_ID","Region","VAR","Indicator","SEX","Gender","POS","Position","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"3","Small regions (TL3)","LT025","Panevežys county","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,27.94,,
"3","Small regions (TL3)","CA1006","Division 6, NL","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,2.35,,
"3","Small regions (TL3)","CA1214","Antigonish, NS","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,13.63,,
"3","Small regions (TL3)","CA1306","Albert, NB","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,16.62,,
"3","Small regions (TL3)","CA2408","Matane, QC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,6.29,,
"3","Small regions (TL3)","CA2413","Témiscouata, QC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,4.93,,
"3","Small regions (TL3)","CA2438","Bécancour, QC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,18.18,,
"3","Small regions (TL3)","CA2441","Le Haut-Saint-François, QC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,9.98,,
"3","Small regions (TL3)","CA2466","Communauté-Urbaine-de-Montréal, QC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,4114.05,,
"3","Small regions (TL3)","CA2470","Beauharnois-Salaberry, QC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,142.14,,
"3","Small regions (TL3)","CA2482","Les Collines-de-l'Outaouais, QC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,25.04,,
"3","Small regions (TL3)","CA2488","Abitibi, QC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,3.22,,
"3","Small regions (TL3)","CA2493","Lac-Saint-Jean-Est, QC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,19.05,,
"3","Small regions (TL3)","CA2495","La Haute-Côte-Nord, QC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,0.91,,
"3","Small regions (TL3)","HU332","Békés","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,59.99,,
"3","Small regions (TL3)","HU333","Csongrád","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,95.32,,
"3","Small regions (TL3)","NZ021","Tasman-Nelson-Marlborough","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,7.82,,
"3","Small regions (TL3)","CA3532","Oxford, ON","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,59.06,,
"3","Small regions (TL3)","CA3548","Nipissing, ON","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,5.08,,
"3","Small regions (TL3)","CA3551","Manitoulin, ON","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,4.4,,
"3","Small regions (TL3)","CA3556","Cochrane, ON","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,0.57,,
"3","Small regions (TL3)","CA3558","Thunder Bay, ON","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,1.46,,
"3","Small regions (TL3)","CA4614","Division 14, MB","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,6.92,,
"3","Small regions (TL3)","CA4619","Division 19, MB","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,0.29,,
"3","Small regions (TL3)","CA4703","Division 3, SK","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,0.69,,
"3","Small regions (TL3)","CA4707","Division 7, SK","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,2.6,,
"3","Small regions (TL3)","CA4714","Division 14, SK","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,1.08,,
"3","Small regions (TL3)","CA4715","Division 15, SK","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,4.57,,
"3","Small regions (TL3)","CA4717","Division 17, SK","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,2.23,,
"3","Small regions (TL3)","CA5901","East Kootenay, BC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,2.35,,
"3","Small regions (TL3)","CA5915","Greater Vancouver, BC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,933.52,,
"3","Small regions (TL3)","CA5919","Cowichan Valley, BC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,26.03,,
"3","Small regions (TL3)","CA5937","North Okanagan, BC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,12.11,,
"3","Small regions (TL3)","CA5941","Cariboo, BC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,0.81,,
"3","Small regions (TL3)","CA6104","Region 4, NT","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,0.02,,
"3","Small regions (TL3)","HR042","Zagreb County","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,101.95,,
"3","Small regions (TL3)","CA1007","Division 7, NL","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,3.45,,
"3","Small regions (TL3)","CA1205","Annapolis, NS","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,6.79,,
"3","Small regions (TL3)","CA1210","Colchester, NS","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,14.26,,
"3","Small regions (TL3)","CA1302","Charlotte, NB","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,7.61,,
"3","Small regions (TL3)","CA1312","Victoria, NB","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,3.35,,
"3","Small regions (TL3)","CA2412","Rivière-du-Loup, QC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,27.18,,
"3","Small regions (TL3)","CA2417","L'Islet, QC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,8.41,,
"3","Small regions (TL3)","CA2427","Robert-Cliche, QC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,22.96,,
"3","Small regions (TL3)","CA2429","Beauce-Sartigan, QC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,27.44,,
"3","Small regions (TL3)","CA2442","Le Val-Saint-François, QC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,22.34,,
"3","Small regions (TL3)","CA2450","Nicolet-Yamaska, QC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,23.52,,
"3","Small regions (TL3)","CA2473","Thérèse-De Blainville, QC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,784.71,,
"3","Small regions (TL3)","CA2491","Le Domaine-du-Roy, QC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,1.75,,
"3","Small regions (TL3)","CA2494","Le Saguenay-et-son-Fjord, QC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,4.09,,
"3","Small regions (TL3)","CA3502","Prescott and Russell, ON","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,47.38,,
"3","Small regions (TL3)","HU211","Fejér","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,97.35,,
"3","Small regions (TL3)","HU311","Borsod-Abaúj-Zemplén","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,89.39,,
"3","Small regions (TL3)","HU331","Bács-Kiskun","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,60.33,,
"3","Small regions (TL3)","HU332","Békés","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",83.2,,
"3","Small regions (TL3)","NZ023","Canterbury Region","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,13.96,,
"3","Small regions (TL3)","NZ025","Southland Region","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,3.25,,
"3","Small regions (TL3)","CA3549","Parry Sound, ON","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,4.83,,
"3","Small regions (TL3)","CA3553","Greater Sudbury / Grand Sudbury, ON","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,52.16,,
"3","Small regions (TL3)","CA4607","Division 7, MB","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,11.68,,
"3","Small regions (TL3)","CA4713","Division 13, SK","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,1.34,,
"3","Small regions (TL3)","CA4819","Division 19, AB","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,6.28,,
"3","Small regions (TL3)","CA5903","Central Kootenay, BC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,2.87,,
"3","Small regions (TL3)","CA5945","Central Coast, BC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,0.15,,
"3","Small regions (TL3)","CA6208","Kitikmeot, NU","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,0.02,,
"3","Small regions (TL3)","HR031","Primorje-Gorski Kotar County","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,79.47,,
"3","Small regions (TL3)","HR033","Zadar County","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",109,,
"3","Small regions (TL3)","HR049","Pozega-Slavonia County","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,37.03,,
"3","Small regions (TL3)","HU120","Pest","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",119.3,,
"3","Small regions (TL3)","CA2404","La Haute-Gaspésie, QC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,2.16,,
"3","Small regions (TL3)","CA2422","La Jacques-Cartier, QC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,14.46,,
"3","Small regions (TL3)","CA2435","Mékinac, QC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,2.37,,
"3","Small regions (TL3)","HU321","Hajdú-Bihar","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,86.58,,
"3","Small regions (TL3)","CA3530","Waterloo, ON","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,434.96,,
"3","Small regions (TL3)","CA3539","Middlesex, ON","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,152.55,,
"3","Small regions (TL3)","CA4605","Division 5, MB","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,1.62,,
"3","Small regions (TL3)","CA4804","Division 4, AB","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,0.45,,
"3","Small regions (TL3)","CA4808","Division 8, AB","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,22.32,,
"3","Small regions (TL3)","CA5905","Kootenay Boundary, BC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,4.14,,
"3","Small regions (TL3)","CA5929","Sunshine Coast, BC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,8.43,,
"3","Small regions (TL3)","CA5951","Bulkley-Nechako, BC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,0.54,,
